AC_MODEL,AC_TYPE_CODE
747-283B(F),8836
747-283B(SCD),8836
747-284B,8830
747-286B,8836
747-287B,8830
747-2B2B,8836
747-2B3B,8839
747-2B3B(EUD/SCD),8839
747-2B3F,8850
747-2B4B(F),8836
747-2B5B,8830
747-2B5B(F),8836
747-2B5F,8850
747-2B6B,8836
747-2D3B(F),8836
747-2D7B(F),8836
747-2F6B,8830
747-2F6B(F),8836
747-2H7B,8836
747-2J6B(F),8836
747-2J6F,8850
747-2J9F,8850
747-2L5B(F),8836
747-2Q2B,8836
747-2R7F,8850
747-2S4F,8850
747-2U3B,8830
747-2U3B(F),8836
747-306,8866
747-312(F),8866
747-312(SCD),8866
747-329,8866
747-329(F),8866
747-337,8866
747-338,8863
747-341,8863
747-341(F),8866
747-344,8863
747-346,8863
747-357(SCD),8866
747-366,8866
747-367,8863
747-368,8863
747-3B3(SCD),8866
747-3B5,8863
747-3B5(F),8866
747-3D7,8863
747-3G1,8863
747-3H6(F),8866
747-406(SCD),8888
747-406ERF,8894
747-409,8884
747-409(LCF),8898
747-409(SF),8885
747-409F,8892
747-40BERF,8894
747-412,8884
747-412(BCF),8885
747-412(SF),8885
747-412F,8892
747-419,8884
747-419(SF),8885
747-41BF,8892
747-41R,8884
747-422,8884
747-428(SCD),8888
747-428ERF,8894
747-428F,8892
747-430(SCD),8888
747-433,8888
747-433(F),8888
747-433(SF),8888
747-436,8884
747-437,8884
747-438,8884
747-438ER,8886
747-441,8884
747-443,8884
747-444,8884
747-444(BCF),8885
747-446,8884
747-446(BCF),8885
747-446(SF),8885
747-446F,8892
747-44AF,8892
747-451,8884
747-458,8884
747-45E(BCF),8888
747-45E(F),8888
747-45E(SCD),8888
747-45E(SF),8885
747-45EF,8892
747-467,8884
747-467(BCF),8885
747-467ERF,8894
747-467F,8892
747-468,8884
747-469,8888
747-46NERF,8894
747-46NF,8892
747-475,8884
747-47C,8884
747-47UF,8892
747-481,8884
747-481(BCF),8885
747-481(F),8888
747-481(SF),8885
747-481F,8892
747-48E(F),8888
747-48E(SCD),8888
747-48E(SF),8888
747-48EF,8892
747-4B3(SCD),8888
747-4B5,8884
747-4B5(BCF)(SCD),8888
747-4B5(SCD),8888
747-4B5ERF,8894
747-4B5F,8892
747-4D7,8884
747-4D7(BCF),8885
747-4EVERF,8894
747-4F6,8884
747-4F6(SF),8885
747-4FTF,8892
747-4H6,8884
747-4H6(BCF),8888
747-4H6(F),8888
747-4H6(LCF),8898
747-4H6(SCD),8888
747-4H6(SF),8885
747-4H6F,8892
747-4HAERF,8894
747-4HQERF,8894
747-4J6(BCF),8888
747-4J6(LCF),8898
747-4J6(SCD),8888
747-4KZF,8892
747-4P8,8884
747-4Q8,8884
747-4R7F,8892
747-4U3,8884
747-8,8900
747-800,8900
747-81HF,8910
747-83QF,8910
747-85M,8900
747-867F,8910
747-86NF,8910
747-87UF,8910
747-89L,8900
747-8B5,8900
747-8B5F,8910
747-8F,8910
747-8H0,8900
747-8HAF,8910
747-8HTF,8910
747-8HVF,8910
747-8JA,8900
747-8JK,8900
747-8KB,8900
747-8KZF,8910
747-8LQ,8900
747-8R7F,8910
747-8Z5,8900
747-8ZV,8900
747SP-09,8800
747SP-21,8800
747SP-27,8800
747SP-31,8800
747SP-38,8800
747SP-44,8800
747SP-68,8800
747SP-70,8800
747SP-86,8800
747SP-94,8800
747SP-B5,8800
747SP-J6,8800
747SP-Z5,8800
747SR-46,8807
747SR-46(F),8825
747SR-81,8807
747SR-81(F),8825
750 (CITATION X),5295
750 (CITATION X+),5296
750(W) (CITATION X),5295
757-200,6750
757-204,6750
757-204(ETOPS),6750
757-204(F),6755
757-204(F)(ETOPS),6755
757-204(F)(W),6755
757-204(W),6750
757-204(W)(ETOPS),6750
757-208(ETOPS),6750
757-208(W)(ETOPS),6750
757-212,6750
757-21B,6750
757-21B(F),6755
757-21K,6750
757-21K(F),6755
757-222,6750
757-222(ETOPS),6750
757-222(F),6755
757-222(F)(W),6755
757-222(W),6750
757-222(W)(ETOPS),6750
757-223,6750
757-223(F)(W),6755
757-223(W)(ETOPS),6750
757-224(W),6750
757-224(W)(ETOPS),6750
757-225,6750
757-225(F),6755
757-22K,6750
757-22L,6750
757-22L(ETOPS),6750
757-230,6750
757-230(ETOPS),6750
757-230(F),6755
757-230(F)(W),6755
757-230(F)(W)(ETOPS),6755
757-230(W)(ETOPS),6750
757-231,6750
757-231(ETOPS),6750
757-231(F),6755
757-231(W),6750
757-231(W)(ETOPS),6750
757-232,6750
757-232(F),6755
757-232(W),6750
757-236,6750
757-236(ETOPS),6750
757-236(F),6755
757-236(F)(W),6755
757-236(W),6750
757-236(W)(ETOPS),6750
757-23A,6750
757-23A(ETOPS),6750
757-23A(F),6755
757-23A(F)(ETOPS),6755
757-23A(W),6750
757-23A(W)(ETOPS),6750
757-23APF,6755
757-23APF(ETOPS),6755
757-23N,6750
757-23N(ETOPS),6750
757-23N(F),6755
757-23N(F)(W),6755
757-23N(W),6750
757-23N(W)(ETOPS),6750
757-23P,6750
757-24APF,6755
757-24Q(ETOPS),6750
757-251,6750
757-251(ETOPS),6750
757-251(W),6750
757-251(W)(ETOPS),6750
757-251(W)ETOPS),6750
757-256,6750
757-256(ETOPS),6750
757-256(F),6755
757-256(F)(W),6755
757-256(W),6750
757-256(W)(ETOPS),6750
757-258,6750
757-258(ETOPS),6750
757-258(F),6755
757-25C,6750
757-25C(F),6755
757-25F,6750
757-25F(F),6755
757-260,6750
757-260(F)(ETOPS),6755
757-260PF,6755
757-26D,6750
757-26D(F),6755
757-26D(W),6750
757-26D(W)(ETOPS),6750
757-27A,6750
757-27A(F),6755
757-27B,6750
757-27B(ETOPS),6750
757-27B(F),6755
757-27B(W),6750
757-27B(W)(ETOPS),6750
757-28A,6750
757-28A(ETOPS),6750
757-28A(F),6755
757-28A(F)(ETOPS),6755
757-28A(W),6750
757-28A(W)(ETOPS),6750
757-28S,6750
757-28S(F),6755
757-29J,6750
757-29J(F)(W)(ETOPS),6755
757-29J(W)(ETOPS),6750
757-2B6,6750
757-2B6(F),6755
757-2B6(F)(W),6755
757-2B7,6750
757-2B7(ETOPS),6750
757-2B7(F),6755
757-2B7(F)(W),6755
757-2B7(W),6750
757-2B7(W)(ETOPS),6750
757-2F8,6750
757-2F8C,6755
757-2G5,6750
757-2G5(ETOPS),6750
757-2G5(F),6755
757-2G5(W),6750
757-2G7(ETOPS),6750
757-2G7(W),6750
757-2G7(W)(ETOPS),6750
757-2J4,6750
757-2J4(W),6750
757-2K2,6750
757-2K2(W),6750
757-2M6,6750
757-2Q8,6750
757-2Q8(ETOPS),6750
757-2Q8(F),6755
757-2Q8(F)(W),6755
757-2Q8(W),6750
757-2Q8(W)(ETOPS),6750
757-2S7,6750
757-2S7(ETOPS),6750
757-2S7(F),6755
757-2T7,6750
757-2T7(ETOPS),6750
757-2T7(F),6755
757-2Y0,6750
757-2Y0(ETOPS),6750
757-2Y0(F),6755
757-2Y0(W),6750
757-2Z0,6750
757-2Z0(F),6755
757-308(ETOPS),6760
757-308(W)(ETOPS),6760
757-324,6760
757-324(W),6760
757-330,6760
757-330(W),6760
757-33N,6760
757-33N(ETOPS),6760
757-33N(W),6760
757-33N(W)(ETOPS),6760
757-351,6760
757-351(W),6760
757-351(W)(ETOPS),6760
757-351(W){ETOPS),6760
757-351(W){ETOPS},6760
757-351{ETOPS},6760
757-3CQ,6760
757-3CQ(W),6760
757-3E7,6760
757-3E7(W),6760
757-3E7(W)(ETOPS),6760
767-200AOA,6880
767-201ER,6882
767-204,6880
767-204ER,6882
767-204ER(F),6887
767-205,6880
767-205(F),6885
767-209ER,6882
767-216ER,6882
767-219ER,6882
767-219ER(F),6887
767-222,6880
767-222(ETOPS),6880
767-223,6880
767-223(F),6885
767-223ER,6882
767-224ER,6882
767-224ER(F),6887
767-231,6880
767-231(F),6885
767-232,6880
767-232(F),6885
767-233,6880
767-233ER,6882
767-238ER,6882
767-23BER,6882
767-241ER,6882
767-241ER(F),6887
767-246,6880
767-24QER,6882
767-258,6880
767-258ER,6882
767-259ER,6882
767-25DER,6882
767-25E(F),6885
767-260ER,6882
767-266ER,6882
767-269ER,6882
767-275,6880
767-277,6880
767-27EER,6882
767-27GER,6882
767-281,6880
767-281(F),6885
767-283ER,6882
767-284ER,6882
767-2AXER,6882
767-2B1ER,6882
767-2B7ER,6882
767-2DXER,6882
767-2EZC,6885
767-2J6ER,6882
767-2N0ER,6882
767-2Q4,6880
767-2Q8ER,6882
767-2S1,6880
767-300F,6897
767-304ER,6892
767-304ER(BCF)(W),6897
767-304ER(F),6897
767-304ER(F)(W),6897
767-304ER(W),6892
767-306ER,6892
767-306ER(BCF),6897
767-306ER(F),6897
767-306ER(W),6892
767-316ER,6892
767-316ER(BCF)(W),6897
767-316ER(F)(W),6897
767-316ER(W),6892
767-316F,6897
767-316F(W),6897
767-319ER,6892
767-319ER(F),6897
767-319ER(F)(W),6897
767-319ER(W),6892
767-31AER,6892
767-31AER(W),6892
767-31BER,6892
767-31BER(F)(W),6897
767-31BER(W),6892
767-31KER,6892
767-31KER(BCF)(W),6897
767-31KER(F)(W),6897
767-31KER(W),6892
767-322ER,6892
767-322ER(W),6892
767-323ER,6892
767-323ER(F),6897
767-323ER(F)(W),6897
767-323ER(W),6892
767-324ER,6892
767-324ER(BCF)(W),6897
767-324ER(F)(W),6897
767-324ER(W),6892
767-328ER,6892
767-328ER(BCF),6897
767-328ER(F),6897
767-328ER(W),6892
767-32KER,6892
767-32LER,6892
767-32LER(W),6892
767-32LF,6897
767-32LF(W),6897
767-330ER,6892
767-330ER(W),6892
767-332,6890
767-332(ETOPS),6890
767-332ER,6892
767-332ER(W),6892
767-333ER,6892
767-333ER(W),6892
767-336ER,6892
767-338ER,6892
767-338ER(BCF),6897
767-338ER(F),6897
767-338ER(W),6892
767-33AER,6892
767-33AER(F),6897
767-33AER(W),6892
767-33PER,6892
767-33PER(BCF),6897
767-33PER(F),6897
767-341ER,6892
767-341ER(F),6897
767-341ER(W),6892
767-343ER,6892
767-343ER(BCF),6897
767-343ER(F),6897
767-343ER(W),6892
767-346,6890
767-346ER,6892
767-346ER(BCF),6897
767-346ER(F),6897
767-346ER(W),6892
767-346F,6897
767-346F(W),6897
767-34AF,6897
767-34AF(W),6897
767-34GER,6892
767-34GER(W),6892
767-34PER,6892
767-352ER,6892
767-352ER(W),6892
767-35DER,6892
767-35EER,6892
767-35EER(F),6897
767-35EER(F)(W),6897
767-35EER(W),6892
767-35HER,6892
767-360ER,6892
767-360ER(W),6892
767-366ER,6892
767-36D,6890
767-36DER,6892
767-36DER(BCF),6897
767-36DER(F),6897
767-36NER,6892
767-36NER(F),6897
767-375ER,6892
767-375ER(F),6897
767-375ER(F)(W),6897
767-375ER(W),6892
767-37DER,6892
767-37DER(F),6897
767-37EER,6892
767-381,6890
767-381ER,6892
767-381ER(BCF),6897
767-381ER(W),6892
767-381F,6897
767-383ER,6892
767-383ER(F),6897
767-38AER,6892
767-38AER(W),6892
767-38E,6890
767-38EER,6892
767-38EER(W),6892
767-38EF,6897
767-39HER,6892
767-39HER(F),6897
767-39HER(F)(W),6897
767-39HER(W),6892
767-3BGER,6892
767-3CBER,6892
767-3CBER(W),6892
767-3D6,6890
767-3G5ER,6892
767-3J6,6890
767-3JHF,6897
767-3JHF(W),6897
767-3KYER,6892
767-3KYER(W),6892
767-3P6ER,6892
767-3P6ER(F),6897
767-3P6ER(F)(W),6897
767-3P6ER(W),6892
767-3Q8ER,6892
767-3Q8ER(F),6897
767-3Q8ER(W),6892
767-3S1ER,6892
767-3S1ER(W),6892
767-3S2F,6897
767-3T7ER,6892
767-3W0ER,6892
767-3X2ER,6892
767-3Y0ER,6892
767-3Y0ER(F),6897
767-3Y0ER(W),6892
767-3Z9ER,6892
767-3Z9ER(W),6892
767-424ER,6902
767-432ER,6902
767-4FSER,6902
777-200LR,6927
777-206ER,6925
777-212ER,6925
777-219ER,6925
777-21B,6920
777-21BER,6925
777-21H,6920
777-21HER,6925
777-21HLR,6927
777-222,6920
777-222(ETOPS),6920
777-222ER,6925
777-223ER,6925
777-224ER,6925
777-228ER,6925
777-22KLR,6927
777-232ER,6925
777-232LR,6927
777-233LR,6927
777-236,6920
777-236ER,6925
777-237LR,6927
777-240ER,6925
777-240LR,6927
777-243ER,6925
777-246,6920
777-246ER,6925
777-24QER,6925
777-258ER,6925
777-260LR,6927
777-266ER,6925
777-267,6920
777-268ER,6925
777-269ER,6925
777-26KER,6925
777-281,6920
777-281ER,6925
777-289,6920
777-28EER,6925
777-29MLR,6927
777-2ANER,6925
777-2B5ER,6925
777-2D7,6920
777-2D7ER,6925
777-2DZLR,6927
777-2FBLR,6927
777-2H6ER,6925
777-2J6,6920
777-2KQLR,6927
777-2M2ER,6925
777-2Q8ER,6925
777-2U8ER,6925
777-2Z9ER,6925
777-300ER,6935
777-306ER,6935
777-309ER,6935
777-312,6930
777-312ER,6935
777-319ER,6935
777-31BER,6935
777-31H,6930
777-31HER,6935
777-323ER,6935
777-328ER,6935
777-32WER,6935
777-333ER,6935
777-336ER,6935
777-337ER,6935
777-340ER,6935
777-346,6930
777-346ER,6935
777-35EER,6935
777-35RER,6935
777-360ER,6935
777-366ER,6935
777-367,6930
777-367ER,6935
777-368ER,6935
777-36NER,6935
777-381,6930
777-381ER,6935
777-39LER,6935
777-39MER,6935
777-39PER,6935
777-3ALER,6935
777-3B5,6930
777-3B5ER,6935
777-3D7,6930
777-3D7ER,6935
777-3DEER,6935
777-3DZER,6935
777-3E9ER,6935
777-3F2ER,6935
777-3F6ER,6935
777-3FGER,6935
777-3FXER,6935
777-3JEER,6935
777-3M0ER,6935
777-3M2ER,6935
777-3M6ER,6935
777-3Q8ER,6935
777-3U3ER,6935
777-3U8ER,6935
777-3ZGER,6935
777-8,6940
777-9,6950
777-F,6928
777-F16,6928
777-F1B,6928
777-F1H,6928
777-F20,6928
777-F28,6928
777-F60,6928
777-F67,6928
777-F6N,6928
777-FB5,6928
777-FBT,6928
777-FDZ,6928
777-FEZ,6928
777-FFG,6928
777-FFT,6928
777-FFX,6928
777-FHT,6928
777-FS2,6928
777-FZB,6928
777-FZN,6928
787-8,6780
787-9,6790
A300,6845
A300B1,6839
A300B2-1C,6840
A300B2-203,6840
A300B2-203FF,6840
A300B2K-3C,6840
A300B4-103,6845
A300B4-103(F),6846
A300B4-120,6845
A300B4-203,6845
A300B4-203(F),6846
A300B4-203FF,6845
A300B4-220,6845
A300B4-220FF,6845
A300B4-2C,6845
A300B4-2C (SCD),6846
A300B4-601,6850
A300B4-603,6850
A300B4-605R,6852
A300B4-605R(F),6853
A300B4-620,6850
A300B4-622,6850
A300B4-622(F),6851
A300B4-622R,6852
A300B4-622R(F),6853
A300C4-203,6846
A300C4-605R,6853
A300C4-620,6851
A300F4-203,6846
A300F4-600R,6853
A300F4-605R,6853
A300F4-608ST BELUGA,6854
A310,6830
A310-203,6830
A310-203(F),6833
A310-203C,6833
A310-204V,6830
A310-221,6830
A310-222,6830
A310-222(F),6833
A310-222V,6830
A310-304,6836
A310-304(F),6838
A310-308,6836
A310-308(F),6838
A310-322,6836
A310-324,6836
A310-324(F),6838
A310-324ET,6836
A310-324ET(F),6838
A310-325,6836
A310-325ET,6836
A318-111,6500
A318-112,6500
A318-121,6500
A318-122,6500
A319-100,6510
A319-100(W),6510
A319-100N,6518
A319-111,6510
A319-111LR,6515
A319-112,6510
A319-112(W),6510
A319-113,6510
A319-114,6510
A319-115,6510
A319-115(W),6510
A319-115LR,6515
A319-131,6510
A319-132,6510
A319-132(W),6510
A319-132LR,6515
A319-133,6510
A319-133(W),6510
A319-133LR,6515
A319-151N,6518
A319-153N,6528
A319-171N,6518
A320,6528
A320-111,6520
A320-111(W),6520
A320-200,6525
A320-200(W),6525
A320-200N,6528
A320-211,6525
A320-212,6525
A320-214,6525
A320-216,6525
A320-216(W),6525
A320-231,6525
A320-232,6525
A320-232(W),6525
A320-233,6525
A320-233(W),6525
A320-251N,6528
A320-251NX,6528
A320-252N,6528
A320-271N,6528
A320-271NX,6528
A320-273N,6528
A321-111,6530
A321-112,6530
A321-131,6530
A321-200,6535
A321-200(W),6535
A321-200NX,6538
A321-200NX (LR),6538
A321-200NX/LR,6538
A321-200NXLR,6538
A321-200NY (XLR),6538
A321-211,6535
A321-212,6535
A321-212(W),6535
A321-213,6535
A321-213(W),6535
A321-231,6535
A321-231(F),6537
A321-231(W),6535
A321-232,6535
A321-232(W),6535
A321-251N,6538
A321-251NX,6538
A321-251NX (LR),6538
A321-251NX/LR,6538
A321-251NXLR,6538
A321-251NY (XLR),6538
A321-252NX,6538
A321-253N,6538
A321-253NX,6538
A321-253NX (LR),6538
A321-253NX/LR,6538
A321-253NXLR,6538
A321-253NY (XLR),6538
A321-271N,6538
A321-271NX (LR),6538
A321-271NX/LR,6538
A321-271NXLR,6538
A321-271NY (XLR),6538
A330-,6868
A330-200,6860
A330-200F,6862
A330-202,6860
A330-202 (MRTT),6860
A330-203,6860
A330-203 (MRTT),6860
A330-223,6860
A330-223F,6862
A330-224F,6862
A330-243 (MRTT),6860
A330-243 (MRTT/KC2),6860
A330-243(F),6862
A330-243F,6862
A330-300,6865
A330-300E,6865
A330-301,6865
A330-302,6865
A330-302E,6865
A330-303,6865
A330-321,6865
A330-322,6865
A330-322(F),6867
A330-323E,6865
A330-323X,6865
A330-341,6865
A330-342,6865
A330-342E,6865
A330-343,6865
A330-343E,6865
A330-343X,6865
A330-343X(F),6867
A330-743L BELUGA XL,6863
A330-841,6864
A330-941,6868
A340-211,8640
A340-212,8640
A340-213,8640
A340-213X,8640
A340-311,8645
A340-311 (BLADE),8645
A340-312,8645
A340-312X,8645
A340-313,8645
A340-313E,8645
A340-313X,8645
A340-541,8650
A340-542,8650
A340-642,8660
A350,6875
A350-,6875
A350-1000,6878
A350-1041,6878
A350-1042,6878
A350-800,6871
A350-841,6871
A350-900,6875
A350-941,6875
A350-941ULR,6875
A350-942,6875
A380-800,8940
A380-841,8940
A380-842,8940
A380-861,8940
A700,5540
ACJ318-112,6506
ACJ319-100,6515
ACJ319-100N,6519
ACJ319-115,6515
ACJ319-115(W),6515
ACJ319-133,6515
ACJ319-150N,6519
ACJ319-153N,6519
ACJ320-,6529
ACJ320-200(W),6526
ACJ320-200N,6529
ACJ320-214,6526
ACJ320-214(W),6526
ACJ320-232,6526
ACJ320-232(W),6526
ACJ320-250N,6529
ACJ320-251N,6529
ACJ321-211,6536
ACJ321-211(W),6536
ACJ330-202,6861
ACJ330-243,6861
ACJ340-213,8641
ACJ340-313E,8646
ACJ340-541,8651
ACJ340-542,8651
ACJ340-642,8661
ACJ350-800,6872
ACJ350-900,6876
ACJ350-941,6876
AG600,4600
AHRENS AR 404,4041
AN-10,4645
AN-10A,4645
AN-12,4650
AN-124,8964
AN-124-100,8964
AN-124-100-150,8964
AN-124-100M,8964
AN-124-100M-150,8964
AN-12A,4650
AN-12AP,4650
AN-12B,4650
AN-12BK,4650
AN-12BP,4650
AN-12P,4650
AN-12TA,4650
AN-12TB,4650
AN-12TBK,4650
AN-12TBK-I,4650
AN-12TP-2,4650
AN-12V,4650
AN-140,3980
AN-140-100,3980
AN-148-100,6180
AN-148-100B,6180
AN-148-100E,6180
AN-148-100EA,6180
AN-148-100EM,6180
AN-148-200 (AN-158),6182
AN-178,6190
AN-22,4982
AN-225,9225
AN-22A,4982
AN-22PZ,4982
AN-24,3810
AN-24ALK,3810
AN-24B,3810
AN-24BSR,3812
AN-24FK,3810
AN-24LR,3810
AN-24RT,3812
AN-24RV,3810
AN-24T,3812
AN-24TV,3812
AN-24USH,3810
AN-24VSR,3812
AN-26,3816
AN-26-100,3816
AN-26AFS,3816
AN-26ASLK,3816
AN-26B,3816
AN-26B POGODA,3816
AN-26B-100,3816
AN-26BRL,3816
AN-26GR,3816
AN-26MSB,3816
AN-26P,3816
AN-26PS,3816
AN-26SH,3816
AN-26T,3816
AN-26Z-1,3816
AN-28,3405
AN-30,3818
AN-30A,3818
AN-30A-100,3818
AN-30D,3818
AN-30R,3818
AN-32,3820
AN-32A,3820
AN-32B,3820
AN-32P,3820
AN-38-100,3408
AN-38-120,3408
AN-38-200,3408
AN-70,4890
AN-71,6062
AN-72,6062
AN-72-100D,6062
AN-72P,6062
AN-72R,6062
AN-72S,6062
AN-74,6064
AN-74-200,6064
AN-74D,6064
AN-74P,6064
AN-74T,6064
AN-74T-100,6064
AN-74T-200,6064
AN-74T-200A,6064
AN-74TK-100,6064
AN-74TK-100C,6064
AN-74TK-200,6064
AN-74TK-200S,6064
AN-74TK-300D,6066
AN-8,3805
AN-8RU,3805
ANDOVER C1,3760
ANDOVER E3,3760
AP-3C,4820
ARGOSY 101,4405
ARGOSY 102,4405
ARGOSY 200,4405
ARGOSY 222,4405
ARGOSY C1,4405
ARJ21-700,6107
ARJ21-700 (CBJ),6107
ARJ21-700B,6107
ATL-98,2298
ATP,3766
ATP(F),3768
ATR 42-200,3721
ATR 42-300,3722
ATR 42-300(F),3725
ATR 42-320,3722
ATR 42-320(F),3725
ATR 42-400,3728
ATR 42-500,3729
ATR 42-500MP,3729
ATR 72-201,3732
ATR 72-202,3732
ATR 72-212,3732
AVIA 14,1774
AVIA 14 SUPER,1774
AVIA 14 SUPER-40,1774
AVIA 14-32,1774
AVIA 14-40,1774
AVIA 14F,1774
AVIA 14FKM,1774
AVIA 14LIK-1,1774
AVIA 14LIK-2,1774
AVIA 14LR,1774
AVIA 14M,1774
AVIA 14P,1774
AVIA 14T,1774
AVRO 146-RJ100,8172
AVRO 146-RJ70,8152
AVRO 146-RJ85,8162
AVRO 146-RJX100,8174
B.377-10-26,2877
B.377-10-26(F),2877
B.377-10-28,2877
B.377-10-29,2877
B.377-10-30,2877
B.377-10-32,2877
B.377-10-34,2877
BAADE 152/I,8032
BAADE 152/II,8032
BAADE 152/IIA,8032
BAC-111-200AB,6120
BAC-111-200AT,6120
BAC-111-201AC,6120
BAC-111-203AE,6120
BAC-111-204AF,6120
BAC-111-207AJ,6120
BAC-111-208AL,6120
BAC-111-211AH,6120
BAC-111-212AR,6120
BAC-111-215AU,6120
BAC-111-217EA,6120
BAC-111-2400,6142
BAC-111-301AG,6125
BAC-111-304AX,6125
BAC-111-320AZ,6125
BAC-111-400,6130
BAC-111-401AK,6130
BAC-111-402AP,6130
BAC-111-407AW,6130
BAC-111-408EF,6130
BAC-111-409AY,6130
BAC-111-410AQ,6130
BAC-111-412EB,6130
BAC-111-413FA,6130
BAC-111-414EG,6130
BAC-111-416EK,6130
BAC-111-419EP,6130
BAC-111-420EL,6130
BAC-111-422EQ,6130
BAC-111-423ET,6130
BAC-111-424EU,6130
BAC-111-432FD,6130
BAC-111-476FM,6135
BAC-111-481FW,6135
BAC-111-487GK,6137
BAC-111-487GK(F),6137
BAC-111-488GH,6135
BAC-111-492GM,6135
BAC-111-501EX,6140
BAC-111-509EW,6140
BAC-111-510ED,6140
BAC-111-515FB,6140
BAC-111-516FP,6140
BAC-111-517FE,6140
BAC-111-518FG,6140
BAC-111-520FN,6140
BAC-111-521FH,6140
BAC-111-523FJ,6140
BAC-111-524FF,6140
BAC-111-525FT,6140
BAC-111-527FK,6140
BAC-111-528FL,6140
BAC-111-529FR,6140
BAC-111-530FX,6140
BAC-111-531FS,6140
BAC-111-537GF,6140
BAC-111-539GL,6140
BAC-111-561RC,6140
BAC-111-670,6140
BAE 146-100,8146
BAE 146-100(QT),8150
BAE 146-200,8156
BAE 146-200(QC),8160
BAE 146-200(QT),8160
BAE 146-300,8166
BAE 146-300(QT),8170
BAE 146-301 (ARA),8166
BAE 3001,3330
BAE 3100 (JETSTREAM T3),3330
BAE 3101,3330
BAE 3101(F),3331
BAE 3102,3330
BAE 3103,3330
BAE 3107,3330
BAE 3108,3330
BAE 3109,3330
BAE 3112,3330
BAE 3116,3330
BAE 3200,3332
BAE 3201,3332
BAE 3201(F),3333
BAE 3201EP,3332
BAE 3202,3332
BAE 3202EP,3332
BAE 3206,3332
BAE 3207,3332
BAE 3212,3332
BAE 3212EP,3332
BAE 3216,3332
BAE 3217,3332
BAE 4100,3340
BAE 4101,3340
BAE 4102,3340
BAE 4121,3340
BAE 4121(F),3341
BAE 4124,3340
BAE 6100,3766
BAE.125-1000,5790
BAE.125-1000A,5790
BAE.125-1000B,5790
BD-100-1A10 (CHALLENGER 300),5880
BD-100-1A10 (CHALLENGER 350),5885
BD-500-1A10 (A220-100),6360
BD-500-1A11 (A220-300),6370
BD-700-1A10 (GLOBAL 6000),5870
BD-700-1A10 (GLOBAL 6500),5873
BD-700-1A10 (GLOBAL EXPRESS),5870
BD-700-1A10 (GLOBAL XRS),5870
BD-700-1A11 (GLOBAL 5000),5875
BD-700-1A11 (GLOBAL 5500),5872
BD-700-2A12 (GLOBAL 7500),5877
BE-12,3780
BE-12NKH,3780
BE-12P,3780
BE-12P-200,3780
BE-12PS,3780
BE-200,6200
BE-200ES,6200
BEECH 100 KING AIR,3100
BEECH 1300,3260
BEECH 1900,3280
BEECH 1900C,3280
BEECH 1900C(F),3283
BEECH 1900C-1,3280
BEECH 1900C-1(F),3283
BEECH 1900D,3285
BEECH 200,3260
BEECH 200 (W),3260
BEECH 200(W),3260
BEECH 2000 STARSHIP,3130
BEECH 2000A STARSHIP,3130
BEECH 200C,3262
BEECH 200GTO,3260
BEECH 200T,3264
BEECH 300,3270
BEECH 300 (W),3270
BEECH 300LW,3270
BEECH 300LW (W),3270
BEECH 400,5634
BEECH 400A,5634
BEECH 400A (400E),5634
BEECH 400A (400XP),5634
BEECH 400A (400XP) (W),5634
BEECH 400A (400XPR),5634
BEECH 400A (400XT),5637
BEECH 400A (400XTI),5637
BEECH 400A (W),5634
BEECH 400A(W),5634
BEECH 65 U-8F,1065
BEECH 65-80,1065
BEECH 65-A80,1065
BEECH 65-A80-8000,1065
BEECH 65-B80,1065
BEECH 90,3090
BEECH 99,3120
BEECH 99A,3120
BEECH A100 KING AIR,3100
BEECH A100 KING AIR (U-21),3100
BEECH A200CT,3263
BEECH A90,3090
BEECH A90 (F),3090
BEECH A90-1 EU-21,3090
BEECH A90-1 JU-21,3090
BEECH A90-1 RU-21,3090
BEECH A90-1 U-21,3090
BEECH A90-3 RU-21,3090
BEECH A90-4 RU-21,3090
BEECH A90-4 U-21,3090
BEECH B100 KING AIR,3100
BEECH B200,3260
BEECH B200(W),3260
BEECH B200C,3262
BEECH B200C(W),3262
BEECH B200CT,3263
BEECH B200GTO,3260
BEECH B200T,3264
BEECH B300 (350),3275
BEECH B300 (350ER),3275
BEECH B300C (350C),3275
BEECH B90,3090
BEECH B90F,3090
BEECH B99,3120
BEECH C90,3090
BEECH C90-1,3090
BEECH C90A,3090
BEECH C90A (G90XT),3095
BEECH C90B,3090
BEECH C90B (W),3090
BEECH C90GT,3090
BEECH C90GT (W),3090
BEECH C90SE,3090
BEECH C90SE (W),3090
BEECH C99,3120
BEECH E90,3090
BEECH E90 (W),3090
BEECH F90,3096
BEECH F90-1,3096
BEECHCRAFT B200C,3262
BEECHCRAFT B200CGT,3262
BEECHCRAFT B200GT (250),3264
BEECHCRAFT B300 (350),3275
BEECHCRAFT B300 (350ER),3275
BEECHCRAFT B300 (350HW),3275
BEECHCRAFT B300 (350I),3275
BEECHCRAFT B300 (350IER),3275
BEECHCRAFT B300C (350C),3275
BEECHCRAFT B300C (350CER),3275
BEECHCRAFT C90GTX,3090
BN-2,1160
BN-2A,1160
BN-2A-2,1160
BN-2A-20,1160
BN-2A-21,1160
BN-2A-23,1160
BN-2A-26,1160
BN-2A-26R,1160
BN-2A-27,1160
BN-2A-27LN,1160
BN-2A-27R,1160
BN-2A-3,1160
